review_id,order_id,customer_id,restaurant_id,review_text,rating,review_timestamp,last_updated
REV-000047,ORD-20260114-630565,CUST-10296,REST-AUH-002,"Outstanding experience! The Rasmalai (2 pcs), Malai Kofta, Mango Lassi, Naan, and Fish Curry exceeded all expectations. Mango Lassi was the star of the meal. Will definitely order again!",5,2026-01-15 10:04:22,2026-07-10 16:41:45
REV-000048,ORD-20260114-723108,CUST-10042,REST-DXB-001,"Outstanding experience! The Naan, Fresh Lime Soda, Sweet Lassi, Butter Chicken, and Samosa (2 pcs) exceeded all expectations. Samosa (2 pcs) was the star of the meal. Will definitely order again!",5,2026-01-15 11:16:50,2026-07-10 16:41:45
REV-000052,ORD-20260114-764915,CUST-10035,REST-AUH-001,Incredible meal! Chicken Biryani arrived hot and fresh. The Chicken Biryani was absolutely divine. Highly satisfied!,5,2026-01-15 12:18:06,2026-07-10 16:41:45
REV-000021,ORD-20260112-522750,CUST-10362,REST-SHJ-001,"Expected better. Garlic Naan, Lamb Rogan Josh, Gulab Jamun (2 pcs), Sweet Lassi, and Gajar Halwa were subpar. Lamb Rogan Josh was too oily and greasy. Stomach upset followed.",2,2026-01-15 13:45:29,2026-07-10 16:41:45
REV-000023,ORD-20260112-908475,CUST-10218,REST-SHJ-001,"Wow! Just wow! Vegetable Biryani, Sweet Lassi, Kulfi, and Gulab Jamun (2 pcs) were all fantastic. Vegetable Biryani was particularly memorable. Can't wait to order again!",5,2026-01-15 13:58:16,2026-07-10 16:41:45
REV-000037,ORD-20260113-985531,CUST-10358,REST-AUH-002,Disaster! Chicken Biryani were all stale. Chicken Biryani had a weird smell. Completely unacceptable!,1,2026-01-15 14:07:42,2026-07-10 16:41:45
REV-000011,ORD-20260111-554765,CUST-10295,REST-DXB-002,"Expected better. Chicken 65, Sweet Lassi, Chicken Seekh Kebab, and Fish Curry were subpar. Sweet Lassi was too oily and greasy. Stomach upset followed.",2,2026-01-15 16:07:28,2026-07-10 16:41:45
REV-000041,ORD-20260113-159696,CUST-10464,REST-AUH-001,Incredible meal! Paneer Tikka and Paneer Butter Masala arrived hot and fresh. The Paneer Tikka was absolutely divine. Highly satisfied!,5,2026-01-15 16:55:02,2026-07-10 16:41:45
REV-000059,ORD-20260114-707376,CUST-10026,REST-DXB-002,"Unsatisfactory. Naan, Chicken Seekh Kebab, and Samosa (2 pcs) were not fresh. Samosa (2 pcs) tasted reheated. Won't order again.",2,2026-01-15 19:38:35,2026-07-10 16:41:45
REV-000029,ORD-20260112-853618,CUST-10257,REST-DXB-001,"Outstanding experience! The Chicken Tikka Masala, Vegetable Biryani, and Gajar Halwa exceeded all expectations. Chicken Tikka Masala was the star of the meal. Will definitely order again!",5,2026-01-15 19:48:08,2026-07-10 16:41:45
REV-000045,ORD-20260113-120898,CUST-10124,REST-DXB-001,"Absolutely amazing Chicken 65, Tandoori Roti, and Rasmalai (2 pcs)! The Chicken 65 was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!",5,2026-01-15 21:19:41,2026-07-10 16:41:45
REV-000031,ORD-20260112-590246,CUST-10451,REST-SHJ-001,Enjoyed the Rasmalai (2 pcs) and Dal Makhani! Dal Makhani was very good. Portion sizes were generous. Recommend!,4,2026-01-15 21:50:06,2026-07-10 16:41:45
REV-000033,ORD-20260113-884414,CUST-10352,REST-AUH-001,Exceptional quality! Ordered Chicken Biryani and everything was delicious. The Chicken Biryani melted in my mouth. Perfect!,5,2026-01-16 10:24:26,2026-07-10 16:41:45
REV-000050,ORD-20260114-993685,CUST-10340,REST-DXB-001,"Really good Samosa (2 pcs), Masala Chai, Fish Curry, and Chicken Biryani! The Samosa (2 pcs) was delicious. Slight delay in delivery but food quality made up for it.",4,2026-01-16 11:31:40,2026-07-10 16:41:45
REV-000020,ORD-20260112-315846,CUST-10473,REST-SHJ-001,Not good. Chicken Seekh Kebab arrived late and cold. Chicken Seekh Kebab had barely any flavor. Poor quality.,2,2026-01-16 13:11:50,2026-07-10 16:41:45
REV-000022,ORD-20260112-191149,CUST-10120,REST-AUH-001,Mediocre. Sweet Lassi were fine but forgettable. Sweet Lassi didn't stand out.,3,2026-01-16 13:45:35,2026-07-10 16:41:45
REV-000008,ORD-20260111-574433,CUST-10304,REST-SHJ-001,Solid experience. Chicken Biryani and Palak Paneer were well-prepared. Palak Paneer had great flavor. Minor issues with packaging.,4,2026-01-16 14:17:04,2026-07-10 16:41:45
REV-000070,ORD-20260115-698325,CUST-10039,REST-AUH-001,"Worst food ever! Fish Curry, Dal Makhani, and Mango Lassi were all wrong. Dal Makhani made me sick. Never ordering again!",1,2026-01-16 14:36:05,2026-07-10 16:41:45
REV-000074,ORD-20260115-523577,CUST-10350,REST-AUH-002,"Hands down the best Rasmalai (2 pcs) I've ever had! Chicken 65, Paneer Tikka, Mango Lassi, Rasmalai (2 pcs), and Masala Chai were all prepared beautifully. Fresh and flavorful!",5,2026-01-16 16:02:04,2026-07-10 16:41:45
REV-000042,ORD-20260113-975176,CUST-10146,REST-AUH-002,Below expectations. Butter Chicken and Butter Naan were underwhelming. Butter Chicken was overcooked and dry.,2,2026-01-16 19:48:35,2026-07-10 16:41:45
REV-000079,ORD-20260115-312121,CUST-10392,REST-DXB-001,"Average experience. Gajar Halwa, Sweet Lassi, Kulfi, and Mango Lassi were fine but Mango Lassi was a bit bland. Room for improvement.",3,2026-01-16 21:44:21,2026-07-10 16:41:45
REV-000003,ORD-20260111-467838,CUST-10280,REST-DXB-001,"Not bad, not great. Chicken Biryani were edible. Chicken Biryani needed more seasoning.",3,2026-01-17 10:22:45,2026-07-10 16:41:45
REV-000004,ORD-20260111-853309,CUST-10187,REST-DXB-001,"Great food overall. Jeera Rice, Butter Chicken, and Fresh Lime Soda were tasty, especially the Fresh Lime Soda. Would order again!",4,2026-01-17 11:19:38,2026-07-10 16:41:45
REV-000006,ORD-20260111-709621,CUST-10260,REST-DXB-002,Incredible meal! Dal Makhani arrived hot and fresh. The Dal Makhani was absolutely divine. Highly satisfied!,5,2026-01-17 11:53:26,2026-07-10 16:41:45
REV-000035,ORD-20260113-741537,CUST-10319,REST-AUH-002,"Not good. Gulab Jamun (2 pcs), Masala Chai, and Dal Makhani arrived late and cold. Dal Makhani had barely any flavor. Poor quality.",2,2026-01-17 13:57:08,2026-07-10 16:41:45
REV-000036,ORD-20260113-159050,CUST-10405,REST-AUH-001,"Perfect in every way! Naan, Masala Chai, Fish Curry, Paneer Butter Masala, and Sweet Lassi were all excellent. Fish Curry stood out with its rich, authentic taste.",5,2026-01-17 13:57:49,2026-07-10 16:41:45
REV-000054,ORD-20260114-492603,CUST-10257,REST-AUH-001,"Perfect in every way! Chicken Seekh Kebab, Naan, Malai Kofta, Masala Chai, and Rasmalai (2 pcs) were all excellent. Masala Chai stood out with its rich, authentic taste.",5,2026-01-17 14:38:39,2026-07-10 16:41:45
REV-000024,ORD-20260112-930204,CUST-10483,REST-DXB-002,"Average experience. Jeera Rice, Naan, Masala Chai, and Chicken 65 were fine but Naan was a bit bland. Room for improvement.",3,2026-01-17 14:47:56,2026-07-10 16:41:45
REV-000086,ORD-20260116-724100,CUST-10285,REST-SHJ-001,"Perfect in every way! Fresh Lime Soda, Butter Naan, Garlic Naan, Sweet Lassi, and Chicken Biryani were all excellent. Butter Naan stood out with its rich, authentic taste.",5,2026-01-17 16:05:21,2026-07-10 16:41:45
REV-000039,ORD-20260113-294351,CUST-10291,REST-SHJ-001,"Outstanding experience! The Kulfi, Garlic Naan, and Paneer Tikka exceeded all expectations. Paneer Tikka was the star of the meal. Will definitely order again!",5,2026-01-17 16:17:01,2026-07-10 16:41:45
REV-000056,ORD-20260114-145107,CUST-10021,REST-DXB-001,Disappointed with Paneer Tikka. Paneer Tikka was cold when it arrived. Not worth the money.,2,2026-01-17 17:15:27,2026-07-10 16:41:45
REV-000077,ORD-20260115-452980,CUST-10362,REST-AUH-001,"Great food overall. Malai Kofta, Chicken Tikka Masala, Kulfi, and Masala Chai were tasty, especially the Kulfi. Would order again!",4,2026-01-17 18:36:46,2026-07-10 16:41:45
REV-000057,ORD-20260114-303438,CUST-10343,REST-DXB-002,Mixed feelings. Chicken Tikka Masala and Chicken 65 were acceptable. Chicken 65 was decent but portion was small for the price.,3,2026-01-17 18:43:29,2026-07-10 16:41:45
REV-000061,ORD-20260114-774792,CUST-10325,REST-SHJ-001,"Hands down the best Naan I've ever had! Butter Chicken, Naan, and Chole Bhature were all prepared beautifully. Fresh and flavorful!",5,2026-01-17 19:53:03,2026-07-10 16:41:45
REV-000016,ORD-20260111-729893,CUST-10273,REST-AUH-002,"Hands down the best Gajar Halwa I've ever had! Gajar Halwa, Palak Paneer, and Rasmalai (2 pcs) were all prepared beautifully. Fresh and flavorful!",5,2026-01-17 21:18:28,2026-07-10 16:41:45
REV-000091,ORD-20260116-198255,CUST-10391,REST-AUH-001,Enjoyed the Malai Kofta and Chole Bhature! Chole Bhature was very good. Portion sizes were generous. Recommend!,4,2026-01-17 22:09:25,2026-07-10 16:41:45
REV-000092,ORD-20260116-774923,CUST-10195,REST-DXB-002,"Wow! Just wow! Chole Bhature, Paneer Tikka, and Chicken Tikka Masala were all fantastic. Chole Bhature was particularly memorable. Can't wait to order again!",5,2026-01-17 22:26:15,2026-07-10 16:41:45
REV-000032,ORD-20260113-383426,CUST-10327,REST-SHJ-001,"Absolutely amazing Malai Kofta, Garlic Naan, Samosa (2 pcs), and Mango Lassi! The Garlic Naan was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!",5,2026-01-18 10:02:04,2026-07-10 16:41:45
REV-000064,ORD-20260115-708146,CUST-10467,REST-DXB-001,"Good quality food. Malai Kofta, Rasmalai (2 pcs), and Paneer Butter Masala were nicely done. Paneer Butter Masala could have been slightly spicier but still good!",4,2026-01-18 10:09:30,2026-07-10 16:41:45
REV-000065,ORD-20260115-562481,CUST-10051,REST-DXB-001,Disaster! Chicken Seekh Kebab were all stale. Chicken Seekh Kebab had a weird smell. Completely unacceptable!,1,2026-01-18 10:16:53,2026-07-10 16:41:45
REV-000005,ORD-20260111-749681,CUST-10278,REST-SHJ-001,"Hands down the best Masala Chai I've ever had! Masala Chai, Paneer Butter Masala, Chicken Tikka Masala, and Aloo Tikki Chaat were all prepared beautifully. Fresh and flavorful!",5,2026-01-18 11:47:00,2026-07-10 16:41:45
REV-000085,ORD-20260116-416173,CUST-10366,REST-SHJ-001,"Perfect in every way! Chole Bhature were all excellent. Chole Bhature stood out with its rich, authentic taste.",5,2026-01-18 14:54:32,2026-07-10 16:41:45
REV-000009,ORD-20260111-227960,CUST-10293,REST-DXB-001,"Best Indian food in UAE! Lamb Rogan Josh, Garlic Naan, and Mango Lassi were incredible. Mango Lassi had the perfect balance of spices. Five stars!",5,2026-01-18 15:02:17,2026-07-10 16:41:45
REV-000072,ORD-20260115-281402,CUST-10004,REST-SHJ-001,"Perfect in every way! Garlic Naan, Kulfi, and Chole Bhature were all excellent. Chole Bhature stood out with its rich, authentic taste.",5,2026-01-18 15:32:23,2026-07-10 16:41:45
REV-000010,ORD-20260111-868836,CUST-10109,REST-DXB-002,"Good quality food. Chicken Seekh Kebab, Lamb Rogan Josh, Paneer Tikka, Mango Lassi, and Tandoori Roti were nicely done. Chicken Seekh Kebab could have been slightly spicier but still good!",4,2026-01-18 15:32:34,2026-07-10 16:41:45
REV-000073,ORD-20260115-630237,CUST-10306,REST-DXB-001,Incredible meal! Chole Bhature and Chicken Biryani arrived hot and fresh. The Chicken Biryani was absolutely divine. Highly satisfied!,5,2026-01-18 15:54:28,2026-07-10 16:41:45
REV-000076,ORD-20260115-608151,CUST-10144,REST-AUH-001,"Shocking! Masala Chai, Jeera Rice, Chicken 65, and Gajar Halwa bore no resemblance to the menu description. Jeera Rice was inedible. Refund demanded!",1,2026-01-18 17:07:48,2026-07-10 16:41:45
REV-000028,ORD-20260112-679132,CUST-10079,REST-DXB-002,Exceptional quality! Ordered Paneer Butter Masala and Naan and everything was delicious. The Paneer Butter Masala melted in my mouth. Perfect!,5,2026-01-18 19:01:09,2026-07-10 16:41:45
REV-000058,ORD-20260114-754832,CUST-10385,REST-AUH-002,"Terrible experience! Chicken Seekh Kebab, Lamb Rogan Josh, Vegetable Biryani, Chicken Biryani, and Gulab Jamun (2 pcs) were all inedible. Chicken Biryani was completely burnt. Waste of money!",1,2026-01-18 19:33:11,2026-07-10 16:41:45
REV-000060,ORD-20260114-335273,CUST-10418,REST-DXB-001,"Not good. Chicken 65, Sweet Lassi, Chole Bhature, and Chicken Biryani arrived late and cold. Chicken Biryani had barely any flavor. Poor quality.",2,2026-01-18 19:51:50,2026-07-10 16:41:45
REV-000043,ORD-20260113-414214,CUST-10314,REST-SHJ-001,Absolutely amazing Chicken Tikka Masala! The Chicken Tikka Masala was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-18 20:08:37,2026-07-10 16:41:45
REV-000103,ORD-20260117-621354,CUST-10111,REST-DXB-002,Outstanding experience! The Chicken Biryani and Chicken 65 exceeded all expectations. Chicken 65 was the star of the meal. Will definitely order again!,5,2026-01-18 20:14:32,2026-07-10 16:41:45
REV-000062,ORD-20260114-124053,CUST-10207,REST-DXB-001,Exceptional quality! Ordered Kulfi and Lamb Rogan Josh and everything was delicious. The Kulfi melted in my mouth. Perfect!,5,2026-01-18 20:26:08,2026-07-10 16:41:45
REV-000089,ORD-20260116-817177,CUST-10292,REST-AUH-002,"Really good Mango Lassi, Fish Curry, Chicken 65, and Chicken Seekh Kebab! The Chicken Seekh Kebab was delicious. Slight delay in delivery but food quality made up for it.",4,2026-01-18 20:34:19,2026-07-10 16:41:45
REV-000013,ORD-20260111-488689,CUST-10362,REST-SHJ-001,"Average experience. Butter Naan, Sweet Lassi, Naan, and Kulfi were fine but Kulfi was a bit bland. Room for improvement.",3,2026-01-18 20:51:04,2026-07-10 16:41:45
REV-000014,ORD-20260111-633113,CUST-10278,REST-DXB-001,Appalling quality! Tandoori Roti were swimming in oil. Tandoori Roti was raw inside. Health hazard!,1,2026-01-18 20:55:42,2026-07-10 16:41:45
REV-000030,ORD-20260112-610051,CUST-10369,REST-AUH-002,Hands down the best Vegetable Biryani I've ever had! Mango Lassi and Vegetable Biryani were all prepared beautifully. Fresh and flavorful!,5,2026-01-18 21:01:59,2026-07-10 16:41:45
REV-000017,ORD-20260111-731476,CUST-10323,REST-DXB-002,"Wow! Just wow! Paneer Butter Masala, Chicken Tikka Masala, Fresh Lime Soda, Jeera Rice, and Mango Lassi were all fantastic. Paneer Butter Masala was particularly memorable. Can't wait to order again!",5,2026-01-18 22:35:16,2026-07-10 16:41:45
REV-000107,ORD-20260118-157209,CUST-10184,REST-DXB-002,Incredible meal! Naan arrived hot and fresh. The Naan was absolutely divine. Highly satisfied!,5,2026-01-19 11:02:08,2026-07-10 16:41:45
REV-000051,ORD-20260114-152629,CUST-10379,REST-DXB-001,Pleasant meal! Fish Curry arrived warm. Fish Curry was tasty though not exceptional. Would order again.,4,2026-01-19 11:52:20,2026-07-10 16:41:45
REV-000068,ORD-20260115-684786,CUST-10126,REST-AUH-001,"Exceptional quality! Ordered Gulab Jamun (2 pcs), Paneer Tikka, and Palak Paneer and everything was delicious. The Gulab Jamun (2 pcs) melted in my mouth. Perfect!",5,2026-01-19 13:02:29,2026-07-10 16:41:45
REV-000038,ORD-20260113-473845,CUST-10455,REST-AUH-001,Really good Naan! The Naan was delicious. Slight delay in delivery but food quality made up for it.,4,2026-01-19 14:15:19,2026-07-10 16:41:45
REV-000025,ORD-20260112-558941,CUST-10427,REST-AUH-002,"Not bad, not great. Masala Chai, Gulab Jamun (2 pcs), and Chicken 65 were edible. Gulab Jamun (2 pcs) needed more seasoning.",3,2026-01-19 16:08:09,2026-07-10 16:41:45
REV-000113,ORD-20260118-920726,CUST-10273,REST-DXB-001,"Outstanding experience! The Fish Curry, Dal Makhani, Palak Paneer, Mango Lassi, and Sweet Lassi exceeded all expectations. Dal Makhani was the star of the meal. Will definitely order again!",5,2026-01-19 19:35:32,2026-07-10 16:41:45
REV-000044,ORD-20260113-346951,CUST-10136,REST-DXB-002,"Outstanding experience! The Kulfi, Vegetable Biryani, Palak Paneer, and Paneer Butter Masala exceeded all expectations. Vegetable Biryani was the star of the meal. Will definitely order again!",5,2026-01-19 20:35:19,2026-07-10 16:41:45
REV-000063,ORD-20260114-190598,CUST-10371,REST-AUH-002,"Great food overall. Lamb Rogan Josh and Chole Bhature were tasty, especially the Chole Bhature. Would order again!",4,2026-01-19 22:02:28,2026-07-10 16:41:45
REV-000034,ORD-20260113-349979,CUST-10343,REST-AUH-002,"Disappointed with Masala Chai, Fish Curry, and Lamb Rogan Josh. Lamb Rogan Josh was cold when it arrived. Not worth the money.",2,2026-01-20 10:43:34,2026-07-10 16:41:45
REV-000049,ORD-20260114-392245,CUST-10375,REST-AUH-001,"Best Indian food in UAE! Mango Lassi, Aloo Tikki Chaat, Chole Bhature, and Paneer Tikka were incredible. Paneer Tikka had the perfect balance of spices. Five stars!",5,2026-01-20 11:18:26,2026-07-10 16:41:45
REV-000067,ORD-20260115-801523,CUST-10178,REST-DXB-001,Enjoyed the Fresh Lime Soda and Chole Bhature! Chole Bhature was very good. Portion sizes were generous. Recommend!,4,2026-01-20 12:31:29,2026-07-10 16:41:45
REV-000053,ORD-20260114-659154,CUST-10221,REST-AUH-001,Outstanding experience! The Aloo Tikki Chaat exceeded all expectations. Aloo Tikki Chaat was the star of the meal. Will definitely order again!,5,2026-01-20 12:41:28,2026-07-10 16:41:45
REV-000040,ORD-20260113-211312,CUST-10369,REST-AUH-002,"Outstanding experience! The Chole Bhature, Gulab Jamun (2 pcs), Malai Kofta, Sweet Lassi, and Paneer Butter Masala exceeded all expectations. Malai Kofta was the star of the meal. Will definitely order again!",5,2026-01-20 16:19:54,2026-07-10 16:41:45
REV-000099,ORD-20260117-655375,CUST-10349,REST-SHJ-001,"Wow! Just wow! Palak Paneer, Masala Chai, Garlic Naan, Chicken Seekh Kebab, and Vegetable Biryani were all fantastic. Vegetable Biryani was particularly memorable. Can't wait to order again!",5,2026-01-20 17:22:34,2026-07-10 16:41:45
REV-000100,ORD-20260117-234297,CUST-10013,REST-SHJ-001,Solid experience. Lamb Rogan Josh were well-prepared. Lamb Rogan Josh had great flavor. Minor issues with packaging.,4,2026-01-20 17:43:17,2026-07-10 16:41:45
REV-000101,ORD-20260117-744185,CUST-10444,REST-DXB-001,Exceptional quality! Ordered Sweet Lassi and everything was delicious. The Sweet Lassi melted in my mouth. Perfect!,5,2026-01-20 18:13:23,2026-07-10 16:41:45
REV-000119,ORD-20260119-409042,CUST-10091,REST-DXB-001,"Hands down the best Gulab Jamun (2 pcs) I've ever had! Fish Curry, Gulab Jamun (2 pcs), Kulfi, Chicken Biryani, and Vegetable Biryani were all prepared beautifully. Fresh and flavorful!",5,2026-01-20 19:16:11,2026-07-10 16:41:45
REV-000088,ORD-20260116-975190,CUST-10205,REST-DXB-001,"Perfect in every way! Naan, Kulfi, Paneer Butter Masala, and Rasmalai (2 pcs) were all excellent. Rasmalai (2 pcs) stood out with its rich, authentic taste.",5,2026-01-20 20:16:00,2026-07-10 16:41:45
REV-000078,ORD-20260115-500868,CUST-10499,REST-AUH-001,Hands down the best Masala Chai I've ever had! Masala Chai and Gulab Jamun (2 pcs) were all prepared beautifully. Fresh and flavorful!,5,2026-01-20 20:32:50,2026-07-10 16:41:45
REV-000080,ORD-20260115-966895,CUST-10456,REST-DXB-002,"Good quality food. Fish Curry, Masala Chai, Butter Chicken, and Paneer Tikka were nicely done. Masala Chai could have been slightly spicier but still good!",4,2026-01-20 22:28:22,2026-07-10 16:41:45
REV-000094,ORD-20260117-470902,CUST-10294,REST-AUH-001,It was okay. Mango Lassi and Chole Bhature arrived lukewarm. Chole Bhature tasted fine but could be better.,3,2026-01-21 13:38:28,2026-07-10 16:41:45
REV-000095,ORD-20260117-315586,CUST-10272,REST-AUH-001,"It was okay. Garlic Naan, Paneer Butter Masala, Samosa (2 pcs), Kulfi, and Dal Makhani arrived lukewarm. Kulfi tasted fine but could be better.",3,2026-01-21 13:41:27,2026-07-10 16:41:45
REV-000069,ORD-20260115-540062,CUST-10299,REST-DXB-002,"Hands down the best Gajar Halwa I've ever had! Gajar Halwa, Mango Lassi, Butter Naan, Paneer Tikka, and Malai Kofta were all prepared beautifully. Fresh and flavorful!",5,2026-01-21 14:14:22,2026-07-10 16:41:45
REV-000071,ORD-20260115-494954,CUST-10081,REST-DXB-002,"Poor experience. Fresh Lime Soda, Tandoori Roti, Lamb Rogan Josh, Naan, and Dal Makhani were disappointing. Lamb Rogan Josh was burnt on the edges. Very unhappy.",2,2026-01-21 14:48:39,2026-07-10 16:41:45
REV-000055,ORD-20260114-871672,CUST-10301,REST-DXB-001,"Poor experience. Vegetable Biryani, Garlic Naan, Gulab Jamun (2 pcs), Rasmalai (2 pcs), and Butter Chicken were disappointing. Gulab Jamun (2 pcs) was burnt on the edges. Very unhappy.",2,2026-01-21 15:22:10,2026-07-10 16:41:45
REV-000075,ORD-20260115-938765,CUST-10048,REST-AUH-002,"Mixed feelings. Dal Makhani, Fresh Lime Soda, Jeera Rice, Paneer Tikka, and Mango Lassi were acceptable. Dal Makhani was decent but portion was small for the price.",3,2026-01-21 16:31:59,2026-07-10 16:41:45
REV-000087,ORD-20260116-493590,CUST-10043,REST-DXB-001,"Really good Butter Chicken, Paneer Butter Masala, Aloo Tikki Chaat, Chicken Biryani, and Vegetable Biryani! The Aloo Tikki Chaat was delicious. Slight delay in delivery but food quality made up for it.",4,2026-01-21 16:50:30,2026-07-10 16:41:45
REV-000114,ORD-20260118-928718,CUST-10001,REST-DXB-002,"Good quality food. Aloo Tikki Chaat, Samosa (2 pcs), and Mango Lassi were nicely done. Samosa (2 pcs) could have been slightly spicier but still good!",4,2026-01-21 20:28:43,2026-07-10 16:41:45
REV-000090,ORD-20260116-855376,CUST-10256,REST-AUH-001,"Good quality food. Malai Kofta, Gajar Halwa, Garlic Naan, and Kulfi were nicely done. Malai Kofta could have been slightly spicier but still good!",4,2026-01-21 21:41:00,2026-07-10 16:41:45
REV-000115,ORD-20260118-515715,CUST-10485,REST-SHJ-001,"Absolutely horrible! Kulfi, Gajar Halwa, Gulab Jamun (2 pcs), Fish Curry, and Palak Paneer arrived ice cold after 2 hour delay. Gulab Jamun (2 pcs) was spoiled. Disgusting!",1,2026-01-21 22:05:34,2026-07-10 16:41:45
REV-000105,ORD-20260117-360339,CUST-10033,REST-SHJ-001,Absolutely amazing Fish Curry and Fresh Lime Soda! The Fish Curry was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2026-01-21 22:52:18,2026-07-10 16:41:45
REV-000121,ORD-20260119-160942,CUST-10270,REST-DXB-001,"Below expectations. Palak Paneer, Butter Chicken, Paneer Tikka, Naan, and Malai Kofta were underwhelming. Malai Kofta was overcooked and dry.",2,2026-01-21 22:52:18,2026-07-10 16:41:45
REV-000106,ORD-20260117-449227,CUST-10294,REST-DXB-001,"Solid experience. Paneer Butter Masala, Rasmalai (2 pcs), and Jeera Rice were well-prepared. Rasmalai (2 pcs) had great flavor. Minor issues with packaging.",4,2026-01-21 22:55:52,2026-07-10 16:41:45
REV-000066,ORD-20260115-691966,CUST-10304,REST-DXB-001,Good quality food. Dal Makhani and Gulab Jamun (2 pcs) were nicely done. Dal Makhani could have been slightly spicier but still good!,4,2026-01-22 10:17:01,2026-07-10 16:41:45
REV-000123,ORD-20260120-747048,CUST-10402,REST-SHJ-001,Outstanding experience! The Butter Naan exceeded all expectations. Butter Naan was the star of the meal. Will definitely order again!,5,2026-01-22 11:14:01,2026-07-10 16:41:45
REV-000124,ORD-20260120-277836,CUST-10385,REST-AUH-002,Pleasant meal! Naan arrived warm. Naan was tasty though not exceptional. Would order again.,4,2026-01-22 11:31:47,2026-07-10 16:41:45
REV-000081,ORD-20260116-214647,CUST-10075,REST-DXB-002,"Pleasant meal! Chicken Tikka Masala, Tandoori Roti, and Paneer Tikka arrived warm. Tandoori Roti was tasty though not exceptional. Would order again.",4,2026-01-22 12:21:54,2026-07-10 16:41:45
REV-000082,ORD-20260116-566019,CUST-10470,REST-DXB-002,It was okay. Butter Naan arrived lukewarm. Butter Naan tasted fine but could be better.,3,2026-01-22 12:41:15,2026-07-10 16:41:45
REV-000083,ORD-20260116-862723,CUST-10373,REST-DXB-002,"Pleasant meal! Chicken Seekh Kebab, Malai Kofta, Garlic Naan, and Rasmalai (2 pcs) arrived warm. Rasmalai (2 pcs) was tasty though not exceptional. Would order again.",4,2026-01-22 13:37:07,2026-07-10 16:41:45
REV-000096,ORD-20260117-115047,CUST-10227,REST-DXB-002,"Great food overall. Malai Kofta were tasty, especially the Malai Kofta. Would order again!",4,2026-01-22 13:59:09,2026-07-10 16:41:45
REV-000084,ORD-20260116-714816,CUST-10489,REST-AUH-001,"Solid experience. Jeera Rice, Masala Chai, and Chicken 65 were well-prepared. Masala Chai had great flavor. Minor issues with packaging.",4,2026-01-22 14:42:06,2026-07-10 16:41:45
